mandates_id,name,fraction,in_fraction_since,parliament_period,created,created_year,data_change_date,job_label,job_category,job_organisation,job_topic,interval,income_level,income
53449,Fritz Güntzler,CDU/CSU,,Bundestag 2021 - 2025,1750174491,2025,2025-06-17,Übernahme von Reisekosten,29232,Internationales Steuerseminar Schweiz (IStS),Macroeconomy,,2,4411.51
53647,Stefan Schmidt,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1749628691,2025,2025-06-11,Mitglied des Zukunftsrates (ab November 2024),29230,Verband der Sparda-Banken e.V.,Macroeconomy,,1,2000.0
54131,Carsten Linnemann,CDU/CSU,,Bundestag 2021 - 2025,1748854863,2025,2025-06-02,Generalsekretär,29647,Christlich Demokratische Union Deutschlands,Government Operations,1,3,11227.2
54027,Johannes Vogel,FDP,,Bundestag 2021 - 2025,1744095785,2025,2025-04-08,Übernahme Reisekosten,29232,Global Public Policy Institute,International Affairs,,3,10955.0
53525,Rasha Nasr,SPD,,Bundestag 2021 - 2025,1744095631,2025,2025-04-08,Übernahme von Reisekosten,29232,Robert Bosch Stiftung GmbH,Culture,,3,8314.0
53913,Stephan Mayer,CDU/CSU,,Bundestag 2021 - 2025,1744095113,2025,2025-04-08,Übernahme der Reisekosten,29232,ELNET Deutschland e.V.,Culture,,2,4701.81
53791,Gesine Lötzsch,DIE LINKE,02.02.2024,Bundestag 2021 - 2025,1744094929,2025,2025-04-08,Übernahme von Reisekosten,29232,ELNET Deutschland e.V.,Culture,,2,4370.04
53641,Anton Hofreiter,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1744094740,2025,2025-04-08,Übernahme der Reisekosten,29232,ELNET Deutschland e.V.,Culture,,2,4295.06
53506,Marcus Faber,FDP,,Bundestag 2021 - 2025,1744094083,2025,2025-04-08,Übernahme der Reisekosten,29232,Global Public Policy Institute,International Affairs,,3,10356.0
53696,Sebastian Schäfer,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1744093878,2025,2025-04-08,Übernahme Reisekosten,29232,ELNET Deutschland e.V.,Culture,,2,4335.15
53970,Annette Widmann-Mauz,CDU/CSU,,Bundestag 2021 - 2025,1744030613,2025,2025-04-07,Übernahme Reisekosten,29232,Robert Bosch Stiftung GmbH,Culture,,3,9955.0
54135,Kassem Taher Saleh,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1744030401,2025,2025-04-07,Übernahme Reisekosten,29232,Robert Bosch Stiftung GmbH,Culture,,3,9189.62
53484,Thomas Röwekamp,CDU/CSU,,Bundestag 2021 - 2025,1744029510,2025,2025-04-07,Übernahme Reisekosten,29232,Konrad-Adenauer-Stiftung e.V.,Government Operations,,2,6673.57
53530,Frank Müller-Rosentritt,FDP,,Bundestag 2021 - 2025,1744029047,2025,2025-04-07,Übernahme von Reisekosten,29232,Außenministerium von Taiwan,International Affairs,,2,6084.49
53457,Konstantin Kuhle,FDP,,Bundestag 2021 - 2025,1744028910,2025,2025-04-07,Übernahme von Reisekosten,29232,Global Public Policy Institute,International Affairs,,3,11068.0
54059,Metin Hakverdi,SPD,,Bundestag 2021 - 2025,1744028758,2025,2025-04-07,Übernahme der Reisekosten,29232,Friedrich-Ebert-Stiftung e.V. (FES),International Affairs,,3,9450.01
53685,Agnieszka Brugger,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1744028482,2025,2025-04-07,Übernahme der Reisekosten,29232,Global Public Policy Institute,International Affairs,,3,11887.0
53700,Michael Georg Link,FDP,,Bundestag 2021 - 2025,1738320874,2025,2025-01-31,Mitglied der Versammlung der Kuratoren,29230,Institut für Europäische Politik e.V. (IEP),International Affairs,,,
53436,Sahra Wagenknecht,BSW,02.02.2024,Bundestag 2021 - 2025,1737629791,2025,2025-01-23,Beisitzerin des Vorstandes (04.10.2023 bis 12.12.2024),29233,BSW - Für Vernunft und Gerechtigkeit e.V,Government Operations,,,
53825,Matthias Hauer,CDU/CSU,,Bundestag 2021 - 2025,1736412678,2025,2025-01-09,Mitglied des Aufsichtsrates,29228,Stadtwerke Essen AG,Energy,,1,2500.0
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736249127,2025,2025-01-07,Rechtsanwalt - Mandant 35282 - Privatbereich,29647,Komning Rechtsanwälte,Law and Order,,1,2002.41
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736249058,2025,2025-01-07,Rechtsanwalt - Mandant 2240 - Marketingbereich,29647,Komning Rechtsanwälte,Law and Order,,2,3998.4
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736248999,2025,2025-01-07,Rechtsanwalt - Mandant 2251 - Privatbereich,29647,Komning Rechtsanwälte,Law and Order,,1,1305.43
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736248943,2025,2025-01-07,Rechtsanwalt - Mandant 2188 - Privatbereich,29647,Komning Rechtsanwälte,Law and Order,,1,1062.61
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736248873,2025,2025-01-07,Rechtsanwalt - Mandant 35193,29647,Komning Rechtsanwälte,Law and Order,,2,3880.36
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736248807,2025,2025-01-07,Rechtsanwalt - Mandant 35003 - Baugewerbe,29647,Komning Rechtsanwälte,Law and Order,,1,1185.0
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736248664,2025,2025-01-07,Rechtsanwalt - Mandant 34596 - Privatbereich,29647,Komning Rechtsanwälte,Law and Order,,1,1501.19
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736248460,2025,2025-01-07,Rechtsanwalt - Mandant 1527 - Privatbereich,29647,Komning Rechtsanwälte,Law and Order,,1,1436.91
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736248346,2025,2025-01-07,Rechtsanwalt - Mandant 33094,29647,Komning Rechtsanwälte,Law and Order,,1,1608.99
53984,Enrico Komning,AfD,,Bundestag 2021 - 2025,1736248278,2025,2025-01-07,Rechtsanwalt - Mandant 1989 - Privatbereich,29647,Komning Rechtsanwälte,Law and Order,,1,1088.38
54053,Tim Klüssendorf,SPD,,Bundestag 2021 - 2025,1736175386,2025,2025-01-06,Erster Vorsitzender (ab 01.12.2024),29230,Verein zur Förderung der Parlamentarischen Linken in der SPD-Bundestagsfraktion e.V.,Government Operations,,,
53740,Lars Klingbeil,SPD,,Bundestag 2021 - 2025,1736175238,2025,2025-05-09,"Mitglied des Politischen Beirates, ehrenamtlich",29230,Wirtschaftsforum der SPD e.V.,Macroeconomy,,,
53717,Malte Kaufmann,AfD,,Bundestag 2021 - 2025,1736174614,2025,2025-01-06,Mitglied der Verbandsversammlung,29229,Verband Region Rhein-Neckar,Government Operations,,,780.0
54119,Dieter Janecek,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1735900174,2025,2025-01-03,Übernahme Reisekosten,29232,Global Public Policy Institute,International Affairs,,3,10514.0
53612,Markus Hümpfer,SPD,,Bundestag 2021 - 2025,1735899626,2025,2025-01-03,"Mitglied des Beirates, ehrenamtlich (ab 01.12.2024)",29230,Energy and Climate Policy and Innovation Council (EPICO) e.V.,Energy,,,
54010,Nadine Heselhaus,SPD,,Bundestag 2021 - 2025,1735898056,2025,2025-07-18,Beisitzerin,29230,Europa-Union Bocholt e.V.,International Affairs,,,
53832,Marc Henrichmann,CDU/CSU,,Bundestag 2021 - 2025,1735897983,2025,2025-01-03,Mitglied des Stiftungsrates (ab 30.06.2024),29230,Jägerstiftung natur+mensch,Agriculture,,,
53832,Marc Henrichmann,CDU/CSU,,Bundestag 2021 - 2025,1735897827,2025,2025-01-03,"Sachkundiger Bürger des Ausschusses für Finanzen, Wirtschaftsförderung und Digitalisierung (bis Juni 2023)",29229,Kreis Coesfeld,Government Operations,,,
53541,Stefan Heck,CDU/CSU,,Bundestag 2021 - 2025,1735897470,2025,2025-01-03,Rechtsanwalt - Mandant 1,29647,Rechtsanwalt - freiberuflich,Law and Order,,4,16184.0
54059,Metin Hakverdi,SPD,,Bundestag 2021 - 2025,1735897040,2025,2025-01-03,Übernahme der Reisekosten,29232,Global Public Policy Institute,International Affairs,,3,12461.0
60178,Christian Bartelt,FDP,04.09.2023,Bundestag 2021 - 2025,1735895890,2025,2025-01-03,Zahnarzt - Patient 8786,29647,Zahnarzt - freiberuflich,Healthcare,,1,2066.95
60178,Christian Bartelt,FDP,04.09.2023,Bundestag 2021 - 2025,1735895814,2025,2025-01-03,Zahnarzt - Patient 8746,29647,Zahnarzt - freiberuflich,Healthcare,,1,2919.05
53789,Gregor Gysi,DIE LINKE,02.02.2024,Bundestag 2021 - 2025,1735662142,2024,2024-12-31,Vortragstätigkeiten - Gespräch (mit Andrea Petkovic),29647,Tränenpalast Management GmbH,Technology and Media,,1,1500.0
53789,Gregor Gysi,DIE LINKE,02.02.2024,Bundestag 2021 - 2025,1735661707,2024,2024-12-31,Vortragstätigkeiten - Gespräch (bei der Fachveranstaltung Arbeitsrecht),29647,Qualitas GmbH & Co. KG,Technology and Media,,3,8000.0
53789,Gregor Gysi,DIE LINKE,02.02.2024,Bundestag 2021 - 2025,1735661623,2024,2024-12-31,Vortragstätigkeiten - Vorschuss (für das Buch Gysi gegen Guttenberg - ein Deutschlandbuch),29647,Openminds Media GmbH,Culture,,1,2833.34
53789,Gregor Gysi,DIE LINKE,02.02.2024,Bundestag 2021 - 2025,1735661547,2024,2024-12-31,Vortragstätigkeiten - Veranstaltung (Gysi gegen Guttenberg),29647,Openminds Media GmbH,Culture,,1,1750.0
53789,Gregor Gysi,DIE LINKE,02.02.2024,Bundestag 2021 - 2025,1735661022,2024,2024-12-31,Gespräch (mit Jürgen Trittin),29647,Erfurter Herbstlese e.V.,Culture,,1,1200.0
53789,Gregor Gysi,DIE LINKE,02.02.2024,Bundestag 2021 - 2025,1735660923,2024,2024-12-31,Vortragstätigkeiten - Gespräch (bei der Arbeitstagung des Verbandes Norddeutscher Wohnungsunternehmen e.V.),29647,Econ Referenten-Agentur - Dölle & Gissing GbR,Macroeconomy,,2,6500.0
53789,Gregor Gysi,DIE LINKE,02.02.2024,Bundestag 2021 - 2025,1735660357,2024,2024-12-31,Vortragstätigkeiten - Gespräch (beim Big Bang Festival mit einer Moderatorin),29647,DUP Medien GmbH,Technology and Media,,1,2500.0
53449,Fritz Güntzler,CDU/CSU,,Bundestag 2021 - 2025,1735659656,2024,2024-12-31,Präsident,29229,Steuerberaterkammer Niedersachsen,Macroeconomy,1,2,4362.0
53995,Serap Güler,CDU/CSU,,Bundestag 2021 - 2025,1735658563,2024,2024-12-31,Mitglied des Kuratoriums (November 2021 bis Oktober 2024),29230,Islamkolleg Deutschland e.V.,Education,,,
53995,Serap Güler,CDU/CSU,,Bundestag 2021 - 2025,1735658440,2024,2024-12-31,Mitglied des erweiterten Vorstandes (ab 12.11.2024),29230,Help - Hilfe zur Selbsthilfe e.V.,Culture,,,
53442,Michael Grosse-Brömer,CDU/CSU,,Bundestag 2021 - 2025,1735658209,2024,2024-12-31,Übernahme der Reisekosten,29232,ELNET Deutschland e.V.,Culture,,2,4825.49
53935,Michael Frieser,CDU/CSU,,Bundestag 2021 - 2025,1735657704,2024,2024-12-31,Mitglied des Beirates,29228,TeamBank AG,Macroeconomy,,1,1785.0
53669,Johannes Fechner,SPD,,Bundestag 2021 - 2025,1735657491,2024,2024-12-31,Übernahme der Reisekosten,29232,Friedrich-Ebert-Stiftung e.V. (FES),Government Operations,,1,3083.6
53683,Heike Engelhardt,SPD,,Bundestag 2021 - 2025,1735656992,2024,2024-12-31,Stellv. Mitglied des gemeinsamen Gemeinderates Ravensburg und Weingarten,29229,Stadt Ravensburg,Government Operations,,,
53683,Heike Engelhardt,SPD,,Bundestag 2021 - 2025,1735656972,2024,2024-12-31,Stellv. Mitglied der Verbandsversammlung des Abwasserzweckverbandes Mariatal,29229,Stadt Ravensburg,Government Operations,,,
53683,Heike Engelhardt,SPD,,Bundestag 2021 - 2025,1735656955,2024,2024-12-31,Stellv. Mitglied des Umlegungsausschusses,29229,Stadt Ravensburg,Government Operations,,,
53683,Heike Engelhardt,SPD,,Bundestag 2021 - 2025,1735656938,2024,2024-12-31,Stellv. Mitglied der Umlandkonferenz,29229,Stadt Ravensburg,Government Operations,,,
53683,Heike Engelhardt,SPD,,Bundestag 2021 - 2025,1735656916,2024,2024-12-31,Mitglied des Beirates für Schulentwicklungsplanung,29229,Stadt Ravensburg,Government Operations,,,
53683,Heike Engelhardt,SPD,,Bundestag 2021 - 2025,1735656671,2024,2024-12-31,Stellv. Mitglied des Betriebsausschusses (bis Juli 2024),29228,Ravensburger Verkehrs- und Versorgungsbetriebe,Infrastructure,,,
53969,Michael Donth,CDU/CSU,,Bundestag 2021 - 2025,1735656357,2024,2024-12-31,Mitglied des Vorstandes des Eisenbahninfrastrukturbeirates (ab 23.09.2024),29229,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen",Energy,,,
54036,Carl-Julius Cronenberg,FDP,,Bundestag 2021 - 2025,1735655690,2024,2024-12-31,Mitglied des Beirates (ab 09.11.2021),29230,Sauerländer Botschaft e.V.,Culture,,,
53730,Gitta Connemann,CDU/CSU,,Bundestag 2021 - 2025,1735643951,2024,2024-12-31,Mitglied der Mitgliederversammlung (ab Januar 2024),29228,SIGNAL IDUNA Lebensversicherung a.G.,Macroeconomy,2,1,3500.0
53690,Anna Christmann,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1735643640,2024,2024-12-31,"Mitglied des Kuratoriums, ehrenamtlich (ab Juni 2024)",29230,Kompetenzzentrum Technik-Diversity-Chancengleichheit e.V.,Culture,,,
53690,Anna Christmann,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1735643372,2024,2024-12-31,"Stellv. Mitglied des Kuratoriums, ehrenamtlich (ab Oktober 2023)",29229,Stiftung Bundespräsident-Theodor-Heuss-Haus,Government Operations,,,
53690,Anna Christmann,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1735643181,2024,2024-12-31,"Mitglied des Projektbeirates „Soziale Robotik im Pflegeheim“, ehrenamtlich (ab November 2023)",29228,Evangelische Heimstiftung GmbH,Healthcare,,,
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41927,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1039.58
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40628,29647,Steuerberater - freiberuflich,Macroeconomy,,3,8732.93
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41242,29647,Steuerberater - freiberuflich,Macroeconomy,,3,7020.37
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41029,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1118.72
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41890,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1143.12
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41559,29647,Steuerberater - freiberuflich,Macroeconomy,,1,3150.51
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41437,29647,Steuerberater - freiberuflich,Macroeconomy,,1,2810.3
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41110,29647,Steuerberater - freiberuflich,Macroeconomy,,1,3236.68
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40631,29647,Steuerberater - freiberuflich,Macroeconomy,,4,15515.31
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41506,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1432.28
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41678,29647,Steuerberater - freiberuflich,Macroeconomy,,2,5188.17
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41672,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1071.0
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40239,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1570.8
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41972,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1783.33
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40550,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1003.65
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41751,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1583.89
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41383,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1582.05
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40271,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1674.33
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 42086,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1449.42
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41810,29647,Steuerberater - freiberuflich,Macroeconomy,,1,2898.6
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41294,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1614.83
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41537,29647,Steuerberater - freiberuflich,Macroeconomy,,2,4477.14
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40718,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1961.95
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41526,29647,Steuerberater - freiberuflich,Macroeconomy,,1,3138.51
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40832,29647,Steuerberater - freiberuflich,Macroeconomy,,1,3463.02
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41800,29647,Steuerberater - freiberuflich,Macroeconomy,,2,4614.23
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41655,29647,Steuerberater - freiberuflich,Macroeconomy,,2,5478.53
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41624,29647,Steuerberater - freiberuflich,Macroeconomy,,1,2814.35
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40745,29647,Steuerberater - freiberuflich,Macroeconomy,,1,3022.74
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41220,29647,Steuerberater - freiberuflich,Macroeconomy,,2,4167.12
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40640,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1717.14
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 42351,29647,Steuerberater - freiberuflich,Macroeconomy,,1,3046.52
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41095,29647,Steuerberater - freiberuflich,Macroeconomy,,3,7277.45
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40690,29647,Steuerberater - freiberuflich,Macroeconomy,,1,2541.47
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40411,29647,Steuerberater - freiberuflich,Macroeconomy,,2,4827.95
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40210,29647,Steuerberater - freiberuflich,Macroeconomy,,2,4921.39
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41358,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1014.0
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 42249,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1101.35
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40324,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1531.53
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41490,29647,Steuerberater - freiberuflich,Macroeconomy,,1,1080.86
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 41081,29647,Steuerberater - freiberuflich,Macroeconomy,,1,2600.82
53934,Sebastian Brehm,CDU/CSU,,Bundestag 2021 - 2025,1735641747,2024,2024-12-31,Steuerberater - Mandant 40815,29647,Steuerberater - freiberuflich,Macroeconomy,,1,2339.54
53537,Helge Braun,CDU/CSU,,Bundestag 2021 - 2025,1735636780,2024,2024-12-31,Mitglied des Kuratoriums (ab November 2024),29230,Gemeinnützige Hertie-Stiftung,Education,,,
53954,Franziska Brantner,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1735636437,2024,2024-12-31,"Mitglied des Politischen Beirates, ehrenamtlich (ab 04.12.2024)",29230,Wirtschaftsvereinigung der Grünen e.V.,Macroeconomy,,,
53583,Mario Brandenburg,FDP,,Bundestag 2021 - 2025,1735635690,2024,2024-12-31,"Mitglied des Gemeinderates, ehrenamtlich (ab 01.07.2024)",29229,Gemeinde Rülzheim,Government Operations,,,
53742,Jakob Blankenburg,SPD,,Bundestag 2021 - 2025,1735635451,2024,2024-12-31,Mitglied des Kreistages,29229,Landkreis Lüneburg,Government Operations,,1,1150.0
54079,Steffen Bilger,CDU/CSU,,Bundestag 2021 - 2025,1735634969,2024,2024-12-31,Mitglied des Kuratoriums (ab 12.06.2024) ,29230,Deutsche Bundesstiftung Umwelt (DBU),Environment,1,1,1100.0
53407,Roger Beckamp,AfD,,Bundestag 2021 - 2025,1735634778,2024,2024-12-31,Inhaber Versandhandel,29647,Inhaber Versandhandel,Macroeconomy,,,
60178,Christian Bartelt,FDP,04.09.2023,Bundestag 2021 - 2025,1735634661,2024,2024-12-31,Zahnarzt - Patient 8741,29647,Zahnarzt - freiberuflich,Healthcare,,3,11646.79
60178,Christian Bartelt,FDP,04.09.2023,Bundestag 2021 - 2025,1735634621,2024,2024-12-31,Zahnarzt - Patient 8711,29647,Zahnarzt - freiberuflich,Healthcare,,1,2961.8
53646,Lisa Badum,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1735633352,2024,2024-12-31,"Beisitzerin des Vorstandes, ehrenamtlich ab 08.11.2023",29230,Energie- und Klima-Allianz Forchheim e.V.,Energy,,,
53512,Andreas Audretsch,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1735631821,2024,2024-12-31,Wahlkampfleiter (01.12.2024 bis 31.03.2025),29230,Bündnis 90/Die Grünen,Government Operations,1,1,1500.0
53709,Valentin Abel,FDP,,Bundestag 2021 - 2025,1734428315,2024,2024-12-17,Übernahme der Reisekosten,29232,ELNET Deutschland e.V.,Culture,,2,4335.15
53817,Stefan Rouenhoff,CDU/CSU,,Bundestag 2021 - 2025,1733323120,2024,2024-12-04,Referent beim Bundesministerium für Wirtschaft und Energie (Tätigkeit vor Mitgliedschaft im Bundestag),29234,Bundesministerium für Wirtschaft und Energie,Macroeconomy,,,
53872,Michael Roth,SPD,,Bundestag 2021 - 2025,1733322559,2024,2024-12-04,Übernahme Reisekosten,29232,Atlantic Council,International Affairs,,3,7300.0
53711,Rainer Semet,FDP,,Bundestag 2021 - 2025,1733320165,2024,2024-12-04,Mitglied des Kuratoriums (ab 08.11.2024),29230,Freiheit für die Westsahara e.V.,International Affairs,,,
53865,Detlef Müller,SPD,,Bundestag 2021 - 2025,1731668959,2024,2024-11-15,Mitglied des Politischen Beirates (ab 05.09.2022),29230,Wirtschaftsforum der SPD e.V.,Government Operations,,,
53530,Frank Müller-Rosentritt,FDP,,Bundestag 2021 - 2025,1731668463,2024,2024-11-15,Übernahme von Reisekosten,29232,Friedrich-Naumann-Stiftung für die Freiheit (FNF),Government Operations,,2,3927.51
53530,Frank Müller-Rosentritt,FDP,,Bundestag 2021 - 2025,1731668297,2024,2024-11-15,Beteiligung,29231,WELA Grundbesitzgesellschaft mbH,Housing,,,
53976,Josephine Ortleb,SPD,,Bundestag 2021 - 2025,1731667995,2024,2024-11-15,Mitglied des Kuratoriums (ab 30.03.2023) ,29230,Europäische Akademie für Frauen in der Politik und Wirtschaft Berlin e.V.,International Affairs,,,
53424,Sara Nanni,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1731667831,2024,2024-11-15,Übernahme der Reisekosten,29232,Global Public Policy Institute,International Affairs,,3,12270.0
53487,Jens Koeppen,CDU/CSU,,Bundestag 2021 - 2025,1731667204,2024,2024-11-15,Mitglied der Stadtverordnetenversammlung (ab Juni 2024),29229,Stadt Schwedt/Oder,Government Operations,,,
53487,Jens Koeppen,CDU/CSU,,Bundestag 2021 - 2025,1731666750,2024,2024-11-15,Mitglied des Aufsichtsrates (ab Oktober 2024) ,29228,Wohnbauten GmbH Schwedt/Oder,Housing,,,
53422,Max Lucks,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1731666483,2024,2024-11-15,"Mitglied des Parlamentarischen Beirates für Bevölkerung und Entwicklung, ehrenamtlich (ab 23.02.2022)",29230,Deutsche Stiftung Weltbevölkerung (DSW),International Affairs,,,
53422,Max Lucks,BÜNDNIS 90/DIE GRÜNEN,,Bundestag 2021 - 2025,1731666369,2024,2024-11-15,"Mitglied des Kuratoriums, ehrenamtlich (ab 02.06.2022)",29230,Bundesstiftung Magnus Hirschfeld,Culture,,,
53789,Gregor Gysi,DIE LINKE,02.02.2024,Bundestag 2021 - 2025,1731587386,2024,2024-11-14,Vortragstätigkeiten - Gespräch (mit Bärbel Bas),29647,Tränenpalast Management GmbH,Technology and Media,,1,1500.0
